drug,LD,date,p53,chk2,atr,chk1,atx,dnapk,bok,bim
TaBiPyEn,80,6/9/2014,1.836738729,0.459699823,0.070493294,-1.104361841,-1.577153804,-0.276497385,-0.251203461,1.29790138
TaBiPyEn,80,6/13/2014,1.654278701,0.427500325,0.533468711,-0.845600717,-0.818943489,-0.052122624,0.233566189,2.162993008
TaBiPyEn,78,6/13/2014,1.839009698,0.443230078,0.494840858,-0.754039912,-0.946064936,-0.019471616,0.393919681,2.295190682
PtCage,89,6/24/2014,1.405865298,1.473519155,1.268933631,-0.599329272,0.649190764,-1.419895643,-1.090698056,1.246132233
PtCage,67,6/26/2014,1.082149661,0.994784044,0.993327205,-0.288532093,0.375311725,-1.044097668,-0.774458415,0.719172251
PtCage,65,7/21/2014,1.582826691,1.257347517,1.097334196,-0.429664224,0.449689415,-1.180173852,-1.054792125,1.227219377
PtCage,90,7/21/2014,2.11428745,1.807766876,1.514688954,-0.825363496,0.688386773,-1.780777707,-1.755181272,1.900452932
PtCage,87,6/26/2014,1.296224847,1.45994343,0.901324182,-0.467774104,0.338409122,-1.445022891,-1.50662066,1.291777443
PtCage,77,7/3/2014,1.397603431,1.287744008,0.793142422,-0.543222801,0.371657952,-1.136797359,-0.83802397,1.248743748
Flavopiridol,92,6/26/2014,3.913870653,-0.054979628,0.667290938,-0.651069607,-0.924926819,0.590732274,0.095508609,1.724005405
Flavopiridol,73,9/11/2014,2.507023946,-0.125943182,0.49911887,-0.651695773,-1.645714792,0.245568744,-0.265108013,0.941303744
Flavopiridol,79,9/20/2014,2.802819165,0.377418222,0.57616864,-0.373492299,-1.552087516,0.095472356,0.119303864,0.998779768
Flavopiridol,89,9/11/2014,3.212323586,0.220408212,0.673881737,-0.831896796,-1.872845644,0.084090702,-0.204755603,1.417817795
Flavopiridol,69,7/21/2014,2.850590102,0.02921082,0.519288662,-0.437496124,-1.434285379,0.14403774,-0.225578059,1.075372107
Flavopiridol,69,6/26/2014,2.68478828,-0.054979628,0.615088386,-0.56614872,-1.084414838,0.353479224,-0.099392236,0.827886933
Flavopiridol,57,7/3/2014,2.211126377,0.03843622,0.413093065,-0.315791777,-0.688981162,0.141276687,0.254757347,0.981943506
EthidiumBromide,82,7/3/2014,3.824632244,1.312978946,1.109200481,-0.225227699,-1.800313352,0.871519331,-0.615772899,2.593627362
EthidiumBromide,87,7/3/2014,3.929257016,1.113714609,0.627568672,-0.624929515,-1.33194871,1.206612787,-0.47276176,2.793640988
EthidiumBromide,91,7/3/2014,4.276639516,1.492434428,0.627568672,-0.673151213,-2.034295743,1.096732125,0.448061618,3.185355042
EthidiumBromide,87,7/24/2014,2.37282544,0.659995731,0.902488599,-0.542276538,-2.312738923,0.521791207,-0.457573357,1.666111871
EthidiumBromide,90,7/24/2014,2.367052574,0.834347758,0.762190017,-0.438262852,-2.597656447,0.509768729,-0.543900825,1.725799012
EthidiumBromide,71,9/11/2014,1.731962733,0.82274995,0.463139572,-0.498221087,-2.574908965,0.493691752,-0.200731774,1.430209302
EthidiumBromide,87,9/11/2014,2.622217761,1.012339128,0.469485283,-0.635717116,-2.993392248,0.713817566,-0.161012735,1.685134731
DTT,79,"41,846.00",3.29,3.19,1.11,-0.62,-1,-1.04,-1.23,1.36
DTT,90,7/26/2014,4.139716152,3.742383264,1.336384304,-0.616438052,-1.13384816,-1.063275193,-1.573294863,1.786114705
Shikonin,71,9/20/2014,0.784983027,0.195054692,0.536218613,-0.10205571,0.060372618,0.801057211,-0.440180906,0.91117029
Shikonin,94,9/22/2014,1.06980263,0.07733428,0.268433169,-0.44558786,-0.018987267,-0.137372495,0.029516067,0.226399404
Shikonin,95,10/6/2014,2.299481835,0.228752586,0.026319918,-0.488005371,0.149459371,-0.243298566,-0.755008974,0.420116556
Shikonin,93,10/6/2014,1.742304793,0.407532385,0.103654197,-0.682350508,0.35183455,-0.215003974,-1.527275907,0.475834865
Shikonin,87,9/22/2014,0.599699992,0.051818758,0.296387832,-0.639343106,-0.057189721,-0.312355664,0.11582739,0.195538441
Triptolide,74,10/6/2014,1.974909019,1.397248186,0.489521214,-0.353701499,1.567186459,-0.462391657,0.6190423,0.441115632
Triptolide,84,10/6/2014,2.200232259,1.659863569,0.771877973,-0.123593945,1.839501132,-1.01126193,0.903818765,0.564568476
Triptolide,91,10/6/2014,2.328545974,1.904547446,0.576760533,-0.296995075,2.169525529,-0.878383137,0.675066179,0.742636344
Triptolide,84,10/24/2014,1.321904573,1.062528337,0.837500013,-0.044036352,0.750021747,-0.69853759,0.589508531,0.524047802
Triptolide,91,10/24/2014,1.714601223,1.369701123,0.856206611,-0.073988434,0.857334771,-0.790287831,0.589508531,0.605047393
Triptolide,90,10/10/2014,1.633990837,1.103829131,0.791664478,-0.304292468,1.064305006,-0.33559115,1.281801952,0.307444552
CX-5461,75,10/6/2014,4.106614698,3.992413285,1.651157796,-1.132958749,-1.391972413,-0.536977159,-1.273432821,1.661181125
CX-5461,83,10/6/2014,4.796910717,4.591452773,1.726781349,-1.137450401,-1.383562379,-0.983937602,-1.169731125,2.11375624
CX-5461,92,10/6/2014,5.434340638,4.734463912,1.842575719,-1.178427939,-2.228912798,-1.408881414,-1.037853044,2.523984938
CX-5461,80,10/24/2014,3.972044333,3.659004826,1.631983126,-0.782847065,-1.667031439,-0.418138403,-1.360156445,1.70525954
CX-5461,89,10/24/2014,4.400627103,4.431364327,1.839984455,-1.186675671,-2.052880409,-0.54710939,-1.400644334,2.145140995
CX-5461,83,10/10/2014,3.73352651,3.75134426,1.500335756,-0.941546285,-1.205741244,-0.152504501,-1.047261288,1.583651817
CX-5461,89,10/10/2014,4.205348109,4.174168042,1.753210528,-1.214813747,-1.463012823,-0.5352198,-0.927484469,1.867804607
CX-5461,71,10/13/2014,2.145045576,2.123598537,0.095882676,0.257731933,-1.278323951,0.244378484,-0.24799453,0.53944013
CX-5461,77,10/13/2014,2.540015572,2.216659877,-0.037181087,-0.084769154,-1.294143481,0.349605407,-0.542673584,0.751086702
CX-5461,81,10/13/2014,2.628659629,2.280378163,0.130695074,0.114780143,-1.345718574,0.258598508,-0.546363826,0.85564148
BBR-3464,87,10/13/2014,2.610862708,2.343956026,-0.113728496,-0.071616348,-1.380388292,0.411263156,-0.62960193,0.9424014
BBR-3464,88,10/13/2014,2.882399176,2.56337331,0.012239995,0.300532314,-1.467509707,0.258598508,-0.766740353,0.89616018
BBR-3464,79,10/24/2014,1.595578034,1.840728618,-0.063829884,-0.866530626,-1.058481178,0.174281986,-0.459555312,0.754249778
BBR-3464,85,10/24/2014,1.797186148,2.164916725,-0.154143739,-0.70748515,-1.25783219,0.262169306,-0.650424549,0.996406735
BBR-3464,87,10/24/2014,1.963092671,2.467623034,-0.12920457,-0.939645927,-1.118527989,0.262169306,-0.754039912,0.870512404
BBR-3464,89,10/24/2014,2.296632234,2.375032198,-0.145804149,-0.751404521,-1.53891153,0.385301469,-0.19664234,0.917356833
BBR-3464,88,10/24/2014,1.972485861,2.513826487,-0.162510219,-1.074638801,-1.024013102,0.397475926,-0.344362923,0.976785937
BBR-3464,76,10/17/2014,2.183657639,1.713125174,0.041135678,-0.293543305,-1.163317998,0.406276656,-0.044036352,0.669
BBR-3464,80,10/17/2014,2.571255306,1.912641036,-0.189506558,-0.471572058,-0.978180056,0.567332307,-0.192507776,0.843794078
BBR-3464,84,10/17/2014,2.507289911,2.182810718,0.234567135,-0.560683123,-0.906094231,0.491244319,-0.203824457,0.850139789
BBR-3464,85,10/17/2014,2.747319705,2.247542805,0.013811351,-0.508386892,-0.916991994,0.67526582,-0.089149622,1.018556945
BBR-3464,87,10/17/2014,2.794795312,2.229928122,0.013811351,-0.73142078,-1.053398015,0.505201243,-0.190896901,1.043076173
Lovastatin,92,10/13/2014,-0.158550442,0.246894317,-0.179915131,-0.038914715,-0.688445359,0.465223148,-0.263677175,0.780192591
Lovastatin,89,10/17/2014,-0.519778332,-0.228429959,-0.114310016,-0.14403774,-0.566019457,0.391901123,-0.838165691,0.293613937
Lovastatin,92,10/17/2014,-0.699484354,-0.048514828,-0.042051798,-0.420744673,-0.728821074,0.505201243,-0.842859648,0.662386308
Lovastatin,76,11/22/2014,0.659712789,0.322036334,-0.072771025,0.635302918,-1.713193391,1.470769911,0.859944001,0.434862897
Lovastatin,82,11/22/2014,0.820135434,0.087899946,-0.452478791,0.692243173,-2.04344766,1.690907534,1.039007619,0.493979845
Lovastatin,86,11/22/2014,0.708065003,0.505821787,-0.164521267,0.292331969,-2.139114479,1.024072703,0.603290721,0.289579916
Lovastatin,90,11/22/2014,0.20432019,-0.442783008,-0.377171828,-0.339424743,-2.798512877,1.16429638,0.603290721,-0.654363155
NaFluvastatin,87,10/13/2014,-0.242335334,0.207625002,-0.262496903,-0.429533376,-1.342451437,0.775100439,0.657326048,0.592760871
NaFluvastatin,75,10/27/2014,0.176373928,0.612504291,0.297411815,-0.219850118,-1.04606241,1.45341809,1.170339152,0.498408912
NaFluvastatin,82,10/27/2014,0.616554834,0.847328199,0.17753364,-0.160422645,-1.325958632,1.447621286,1.463535529,0.605654896
NaFluvastatin,86,10/27/2014,0.651219381,0.85338415,0.094525223,-0.018310301,-1.223182128,1.563912952,1.470535179,0.527353654
NaFluvastatin,89,10/27/2014,1.042675582,0.786453408,0.226117911,-0.140958035,-1.90401986,1.337720349,1.69427222,0.563174644
NaFluvastatin,93,10/13/2014,-0.694643739,0.705871449,-0.153166088,-0.232418208,-0.974096185,1.203685455,0.492858996,0.461815435
BMN-673,85,10/17/2014,4.647932248,5.190451818,1.474365833,-1.64359797,-0.81266162,0.661939027,0.529333632,1.737453797
BMN-673,91,10/17/2014,5.348625969,5.635211645,1.286085588,-1.779138779,-0.725547975,0.594606784,0.847786156,2.091147888
BMN-673,85,10/27/2014,5.706654588,5.2862459,1.697591356,-1.61821066,-0.689677326,1.124086623,0.36298423,2.113771501
BMN-673,92,10/27/2014,6.268533476,5.765193507,1.801877713,-1.307145738,-1.059118799,1.0835767,-0.231759291,2.183493108
BMN-673,79,10/24/2014,4.764556763,4.739704378,1.886392285,-1.031902886,-1.031902886,0.991766771,0.232231812,1.552438234
BMN-673,86,10/24/2014,5.293677311,5.663040339,1.828398342,-2.217658389,-1.413742944,0.806456606,0,1.740248686
BMN-673,90,10/24/2014,5.941326867,5.874528516,1.991285492,-2.703120868,-2.408805546,0.87031645,-0.724549867,2.197225745
BMN-673,86,11/22/2014,3.740424588,2.822553588,0.505391988,0.474162133,-0.324146373,-0.844060879,0.160214935,1.154897713
BMN-673,91,12/18/2014,3.928051017,3.491047101,0.199537305,-0.799133326,-1.805273577,-0.844799094,0.413643254,1.606592081
BBR-3535,60,1/29/2015,1.333057398,1.071029589,0.042106786,-0.160708021,-0.069534229,0.377265705,-0.453256822,0.480293473
BBR-3535,64,2/2/2015,1.486332714,1.354808925,0.314821216,-0.203363096,-0.051733583,0.073743313,-0.172634372,0.533167692
BBR-3535,77,1/31/2015,1.792143552,1.925364894,0.145864923,-0.303464348,-0.447677834,0.309889851,-0.247775417,0.276523799
BBR-3535,81,1/31/2015,1.693969449,2.15081641,0.266446989,-0.451519042,-0.35183455,0.254392337,-0.12513141,0.388157717
56-MESS,67,1/29/2015,2.019036058,-0.424787627,0.243178442,-0.752927083,-1.081048744,1.166092209,0.87710537,0.621128485
56-MESS,77,1/31/2015,2.589404433,-0.552859236,0.266446989,-1.215641538,-1.05502054,1.325248916,1.259776085,1.805991187
56-MESS,78,2/2/2015,1.949000641,-0.131441508,-0.181429662,-1.322171979,-1.850423644,1.029236449,0.896872133,1.417191492
56-MESS,80,2/2/2015,2.047933013,-0.76085024,0.043715857,-2.004199231,-2.16553237,0.6367844,0.338818165,1.799705511
56-MESS,82,2/2/2015,2.577704456,-0.583730522,-0.325510883,-2.721813369,-1.987112316,0.300056882,0.170237463,1.837462527
EPZ015666,79,5/16/2015,5.427869401,-0.677951849,-0.345624932,-1.589140456,-0.850498677,0.016443771,0.060267686,1.128338828
EPZ015666,80,5/16/2015,5.681756865,-0.575836573,-0.561611235,-1.631192254,-0.760314968,0.355678995,0.108126625,1.087000064
EPZ015666,82,5/16/2015,6.03174971,-0.824956969,-0.410212196,-2.040944005,-1.376526003,0.311656976,-0.134608889,0.871015214
EPZ015666,83,5/16/2015,6.195642008,-0.521934045,-0.998139107,-1.841114483,-1.497118042,0.266997146,-0.054708428,1.239738529
EPZ015666,86,5/16/2015,5.955589649,-0.804789242,-1.3140136,-2.866696246,-2.658575588,-0.382481636,-0.427811764,0.576935208
EPZ015666,88,6/26/2015,5.670636108,0.369719975,0.052822576,-1.181761294,-0.456171955,-0.01484993,0.35202498,1.302334061
EPZ015666,88,6/26/2015,6.437976364,0.096422158,0,-1.534615918,-0.480573711,0.036814834,0.183785453,1.308980661
EPZ015666,89,6/26/2015,6.05460248,0.029994117,-0.038320032,-1.040578003,-0.756394808,-0.431030411,0.312309439,1.248750889
EPZ015666,91,6/26/2015,5.720254804,-0.06091438,-0.383342965,-1.492523629,-0.631972751,0.022141242,0.15614611,1.166920335
EPZ015666,74,5/13/2015,5.065380702,0.023239042,0.083803756,-0.588322935,-0.257000706,0.649522521,0.323634417,1.141841479
EPZ015666,78,5/13/2015,5.089641297,0.069163029,0.177119718,-0.73970623,-0.41484523,0.698422648,0.541275966,1.248653733
EPZ015666,79,5/13/2015,5.442943496,0.023239042,0.164063328,-0.712293377,-0.407499815,0.746652464,0.770769068,1.386620475
EPZ015666,80,5/13/2015,5.216618237,0.136738371,-0.02878807,-0.623108472,-0.550197083,0.847928213,0.724077155,1.194883812
EPZ015666,80,5/13/2015,5.569299482,0.188280245,-0.344713657,-0.992016801,-0.676070444,0.98552298,0.753278249,1.567413865
BBR-3611,60,6/3/2015,0.255167341,0.6222662,0.382216628,-0.468489499,-1.004459648,0.433707459,-0.49768843,0.148143693
BBR-3611,71,6/6/2015,1.871371415,1.609889213,0.319796355,-0.096774198,-0.655249302,0.580842154,-0.964706422,0.999101439
BBR-3611,73,6/6/2015,1.715439884,1.725846396,0.235345223,-0.042168398,-0.701864266,0.874847947,-1.012843813,1.063317945
BBR-3611,77,6/6/2015,1.906105444,1.946087007,0.186599036,-0.176508171,-0.690196491,0.646401878,-1.309608738,1.237252114
BBR-3611,79,6/6/2015,2.366255126,1.844202144,0.421083875,-0.13957458,-0.707701883,0.652902155,-1.1182872,1.0283288
BBR-3611,82,6/6/2015,2.234200227,1.926813267,0.265625284,-0.176508171,-0.878308117,0.67880646,-1.047632034,1.092413033
BBR-3611,79,6/17/2015,2.41555861,2.330453979,0.645938675,0.238404686,-0.785597757,0.734788645,-0.076409197,0.745803883
BBR-3611,84,6/17/2015,2.61184394,2.625692226,0.686628807,0.344286795,-0.760167094,0.969273484,-0.233305209,1.121822788
BBR-3611,86,6/17/2015,2.739166149,2.816360326,0.645938675,0.023176322,-0.962117262,0.987023401,-0.115095716,0.769212421
BBR-3611,89,6/17/2015,3.116232499,3.093564709,0.883292466,0.302330394,-0.726646303,0.921765239,-0.213365313,1.03125871
BBR-3611,89,6/17/2015,3.110218755,3.131986393,0.837110275,0.121537003,-1.055501588,1.098718304,-0.286981344,1.131661306
BBR-3571,89,6/3/2015,1.506959989,2.160415872,0.605419686,-0.388157717,-0.738507759,1.079850019,-1.307651292,1.329428747
BBR-3571,90,6/3/2015,2.377745073,2.589851925,0.485662485,-0.266624427,-0.876736437,0.823684858,-1.187645641,1.292293123
BBR-3571,86,6/6/2015,3.22103551,2.629912809,0.562222241,0.006003783,-0.919950662,1.153796842,-1.497956306,1.485560975
BBR-3571,88,6/6/2015,3.198733396,2.614227095,0.319796355,-0.257386746,-1.070587582,0.818726226,-2.091729702,1.497133844
BBR-3571,89,6/6/2015,3.437817368,2.791932487,0.438833792,-0.698827225,-1.358224616,0.868641303,-1.55542348,1.747796325
BBR-3571,91,6/6/2015,3.421767284,2.417659065,0.075423623,-0.56190877,-1.851833074,0.473662729,-1.744899013,1.104036625
BBR-3571,92,6/17/2015,3.71345999,3.651810934,1.044969009,0.453810677,-1.275582542,1.174547372,-0.524451848,1.417620615
Acriplatin(fromHaihau),59,6/3/2015,1.506959989,0.647533512,-0.319586825,-0.770374345,-0.930638965,0.13627103,-0.461794625,0.270973528
Acriplatin(fromHaihau),85,6/6/2015,2.470105893,1.237294836,0.044133738,-0.449271416,-1.631018317,0.015729753,0.225592819,0.839901169
Acriplatin(fromHaihau),79,6/17/2015,2.22408672,1.623957869,1.348246444,0.371980123,-0.053219432,0.393621188,-0.0380498,1.051708164
Acriplatin(fromHaihau),89,6/17/2015,2.496401392,1.704925454,1.419366051,0.068980012,-0.161934115,0.239921074,-0.382810774,1.000219798
Acriplatin(fromHaihau),90,6/6/2015,2.626412013,1.225667262,0.19882135,-0.87801969,-2.350190568,-0.572002169,-0.287956604,0.946311449
C16-Pt-IMT,79,6/3/2015,2.571248566,2.973367465,-1.096677661,-1.696833729,-2.331524004,-0.342970949,0.564587951,0.450639292
C16-Pt-IMT,86,6/3/2015,3.00976088,2.958624295,-0.810718352,-2.061946794,-2.401172843,-0.20532388,0.60031995,0.809211964
C16-Pt-IMT,88,6/3/2015,2.293857329,2.433912192,-1.019472108,-1.967454602,-2.617955985,-0.161140785,0.943360191,1.050222032
C16-Pt-IMT,91,6/3/2015,2.591839039,4.369869765,-1.000570706,-2.149622312,-2.804720319,0.008209094,0.874350978,1.249272107
C16-Pt-IMT,72,6/6/2015,3.118302936,2.808692609,-0.607306557,-1.901039175,-2.385859619,-0.465150343,0.882469559,0.641022654
C16-Pt-IMT,79,6/6/2015,3.288952364,2.717812755,-0.832149175,-2.004326291,-3.086993642,-0.612155464,0.882469559,0.517353972
C16-Pt-IMT,79,6/17/2015,3.405674639,3.33246474,0.476048214,-0.741668304,-0.925775415,0.61737033,0.467472269,0.8265836
C16-Pt-IMT,85,6/17/2015,3.782164558,3.75866276,0.363164125,-0.71032957,-1.152844324,0.843960812,0.396581318,1.131661306
C16-Pt-IMT,91,6/17/2015,4.293032371,3.945489526,0.686628807,-0.905707978,-1.265085588,0.795663436,0.384712688,1.180220555
C16-Pt-IMT,88,7/5/2015,4.247769058,4.546627584,0.865313734,-0.028751351,-0.312309439,1.421855175,0.973588369,0.344007911
C16-Pt-IMT,82,6/6/2015,4.035103801,3.037445195,-1.059747222,-2.393657566,-3.296851414,-0.503425691,0.876408061,1.05749235
C16-Pt-IMT,85,6/6/2015,4.173664631,3.150884401,-1.214568232,-2.624952837,-3.725697194,-0.399656447,0.84618256,0.62264272
C16-Pt-IMT,90,6/6/2015,4.298523491,3.554263994,-1.35029175,-4.006008734,-3.324781182,-0.684243434,0.72058294,0.467073537
MithramycinA,85,6/20/2015,1.816247543,0.655839797,0.223136867,-1.064236153,-2.249055085,1.09014349,-0.108874057,1.333356003
MithramycinA,87,6/20/2015,1.908593818,0.970677314,0.24800639,-1.087118939,-2.382862556,1.084348223,-0.244616744,1.652249667
MithramycinA,80,7/5/2015,2.358735225,1.93751543,1.723119886,0.600929249,-0.385856846,2.103353928,1.084716959,1.038146523
MithramycinA,88,7/5/2015,2.81036357,2.173642876,1.705048011,0.51995637,-0.76761102,2.365310757,0.66853588,1.224719349
MithramycinA,80,6/26/2015,3.661520999,0.182877055,0.993390096,-0.469467917,-0.580507714,-0.097862646,-0.30584221,1.757743916
MithramycinA,91,6/26/2015,3.849259776,-1.364132324,0.945299014,-1.43088169,-2.033904859,0.691533098,-0.641668773,1.872021748
MithramycinA,90,6/18/2015,2.650286594,1.008346356,0.578497677,-1.137469311,-2.524547262,0.642483847,-0.484117707,1.507893108
BMH-21,74,6/20/2015,2.542985206,-0.173640975,0.7561954,-0.326400146,-0.772636884,-0.006354151,-0.403310296,1.375658537
BMH-21,91,6/20/2015,3.417104057,-0.104477945,0.80270666,-0.848214583,-1.135937499,-0.155017277,-0.455275199,1.736137411
BMH-21,74,7/5/2015,2.468451319,-0.896523844,0.882746221,-0.276766907,-0.163107055,0.17071766,-0.429987841,1.182591413
BMH-21,89,7/5/2015,3.058946707,-0.647530903,0.91756198,-0.405206037,-0.198035093,0.399400781,-0.894545212,1.23169079
Bortezomib,83,6/26/2015,1.001991605,-0.387415204,0,-0.569453142,-0.738224261,-0.371088582,-2.272843757,0.421045582
Bortezomib,74,7/5/2015,1.13170426,1.054833994,0.853682082,0.248498313,-1.096677661,1.038644253,-0.673771768,0.538301062
Bortezomib,88,7/5/2015,1.088671511,1.178427939,0.689772698,-0.169023772,-1.324023098,0.709097617,-1.639053663,0.529400344
Rama10,61,7/27/2015,0.67892601,0.198981964,0.563900885,0.050372015,-0.313345302,0.509135874,-0.650290404,0.78066809
Rama10,58,8/2/2015,0.458977132,0.047443403,1.015174994,0.395007318,-0.347728215,1.216637137,-0.521048799,0.889813471
Rama10,35,10/2/2015,1.554637652,0.287423303,-0.342501087,-0.18435025,-0.800059585,0.670948219,-1.106471721,0.962482922
Rama10,48,10/5/2015,2.048748127,0.794332491,-0.217145367,-0.487636836,-0.457390368,0.849412659,-1.294098724,1.07824362
Rama10,85,10/8/2015,2.127140135,0.743014915,-0.807741548,-0.291721888,-0.244849131,0.845925356,-1.86322672,1.737965086
Rama10,99,10/5/2015,3.287448305,1.838738029,-0.082448019,-1.132215195,-1.061744553,2.1051617,-0.965234582,1.844470265
Rama10,85,7/27/2015,2.579525165,1.209627697,2.709820424,1.353851023,1.493510036,1.477205385,2.040467462,0.216145017
Rama10,86,10/2/2015,2.304535767,-0.089066616,-0.803050508,-1.549031834,1.748950455,-0.11300507,-1.507396944,0.685155182
Rama8b,77,7/27/2015,2.538910833,1.065189175,2.102693204,1.342304829,1.54148297,1.54201203,1.579222129,0.228262467
Rama8b,89,7/27/2015,3.142704692,1.019021764,2.947723514,0.94605054,1.583724395,1.29640655,1.672250828,0.118355749
NMS-873,85,8/2/2015,2.027698014,0.455099715,1.920959652,0.736035711,0.036594904,1.697985111,1.371810111,1.966544961
NMS-873,64,10/17/2015,2.022843496,1.301920885,1.861875887,0.390826303,-0.10641028,0.449236829,-1.174861711,1.368791847
NMS-873,87,10/17/2015,2.588726382,1.394368162,2.523263327,0.2514961,-0.428957477,0.490763611,-0.610271754,2.139630885
LDN192960,67,10/4/2015,3.131825977,2.99846082,0.254504606,-0.650604242,-1.463934058,0.206096363,0.522785582,0.483829158
LDN192960,83,10/7/2015,3.679419739,3.841490625,0.505674972,-1.090410913,-1.834576391,0.374234841,0.762016529,1.151395432
LDN192960,89,10/7/2015,4.175264679,4.528257303,0.333113688,-1.519500127,-2.151214851,0.231682154,0.69200643,1.301876901
MMAEaka6,43,10/5/2015,1.132289089,-0.149844972,0.153178827,-0.501949333,-0.136971437,-0.232279394,-1.057157071,0.537463319
MMAEaka6,45,10/7/2015,1.286344827,0.169634955,0.64814027,-0.591366583,-0.871173229,-0.999918728,-1.832630935,0.803963971
MMAEaka6,72,10/12/2015,1.424048909,0.064200744,0.432826062,-0.817321364,-1.634829942,-1.68625362,-2.380501578,0.598821868
MMAEaka6,84,10/12/2015,1.678157736,0.154840711,0.402223814,-0.875972004,-1.709044835,-2.003871153,-2.60580159,0.912334245
MMAEaka7,56,10/5/2015,1.54310318,0.262605997,0.332509347,-0.663809047,-0.77820028,-1.208784379,-1.966858324,0.594427201
MMAEaka8,74,10/7/2015,2.255825404,0.474506405,0.852963393,-0.967260345,-1.720761718,-1.862545474,-2.372407509,0.869695232
MMAEaka9,81,10/7/2015,2.494012165,0.429533376,0.793320921,-1.149576356,-1.591898548,-2.22366262,-2.636245206,0.958509604
"Cu++ROS+akaDichloro(1,10-phenanthroline)copper(II)",30,10/8/2015,1.366227485,1.070073249,0.229070805,-0.45554277,-0.284830307,0.270841146,-0.701897445,0.274031028
h202,72,5/13/2013,2.172369783,-1.139227007,-0.308618527,-1.368098744,-0.506353273,0.725544351,-1.397468959,2.408455309
Triamcinolone,89,4/21/2016,1.826023157,1.297536912,-0.142859489,-2.158867409,0.097500436,0.166280331,0.545115171,1.159217701
Triamcinolone,89,4/21/2016,1.973364873,1.187847173,0.123687602,-1.692572583,-0.006145727,0.109390335,0.515144608,1.260857963
Triamcinolone,88,4/21/2016,1.882905955,1.47668384,0.123687602,-1.638485735,0.127672584,0.01301041,0.320079185,1.068758783
Pemetrexed,88,4/21/2016,2.014353285,1.187847173,-0.106554956,-1.670771288,0.024519228,0.2782094,0.722731347,1.096843648
Pemetrexed,89,4/21/2016,1.910990821,1.366803178,0.103362464,-1.999379391,-0.232263638,-0.052446675,0.35713278,1.145451422
Pemetrexed,92,4/23/2016,1.908899074,1.210778068,-0.006500277,-1.2473351,0.313011719,0.248309658,0.485558767,1.035627799
Pemetrexed,91,4/23/2016,1.834897802,1.464921716,-0.006500277,-2.253809443,0.495875776,0.475587352,0.886189172,1.236641377
Pemetrexed,88,4/28/2016,1.622081956,0.670783575,-0.155320423,-0.869431873,-0.093976552,-0.18140777,0.216883956,0.909315616
Pemetrexed,87,4/28/2016,1.401755367,0.964706422,-0.189971273,-1.35933156,-0.043032749,0.119211715,-0.049193141,1.214487223
Pemetrexed,88,4/28/2016,1.500335756,0.894836213,0.123906999,-1.529572739,-0.283216405,0.180902161,0.103249802,1.060962214
Pemetrexed,88,4/28/2016,1.583981743,0.688669045,-0.073489869,-1.428397007,0.07050769,0.04424706,0.216883956,0.718959806
Pemetrexed,87,4/28/2016,1.513307095,0.795215603,0.130331551,-1.41438035,-0.050260695,0.248028282,0.079101593,0.732378325
mercaptopurine,87,4/21/2016,4.594306671,5.803330547,0.302044466,-1.53425139,0.347432173,0.945912331,-0.560968365,1.24746268
mercaptopurine,89,4/21/2016,4.682359115,5.480069655,0.116924787,-2.605346336,0.127672584,0.870785084,-0.673677742,1.346844704
mercaptopurine,76,4/29/2016,3.440185135,4.506573319,0.15547434,-1.088948657,0.637473131,,-0.668033573,1.211768846
mercaptopurine,80,4/29/2016,3.690704076,4.812346668,0.256297845,-1.284788958,0.602565264,,-0.534849118,1.323959169
mercaptopurine,83,4/29/2016,3.952110988,5.138222572,-0.053130491,-1.499232627,0.596739668,,-0.504393393,1.421846757
mercaptopurine,87,4/29/2016,4.034094192,5.138222572,-0.367315388,-1.404740434,0.602565264,,-0.604571568,1.243173983
mercaptopurine,84,4/23/2016,3.966808538,5.206994291,-0.145424818,-1.338314325,0.814629623,0.314808414,-0.704544116,1.081849546
mercaptopurine,86,4/23/2016,4.495469649,5.25447439,-0.396384792,-1.722326054,0.866928382,0.569565906,-0.912139536,1.343300737
mercaptopurine,89,4/23/2016,4.727137675,5.572413202,-0.247813669,-1.673211632,0.959580561,0.481485589,-0.782546628,1.075278389
mercaptopurine,91,4/23/2016,4.711087591,6.127074006,-0.418167215,-1.390547688,0.668325179,0.510925041,-1.110581618,1.268246037
rosuvastatin,75,4/21/2016,0.088842091,0.328401126,0.150619032,-0.534656604,-2.136188478,1.188506597,1.547924868,0.408510126
rosuvastatin,80,4/21/2016,0.588794326,0.137437978,0.1906681,-0.30475224,-2.49071056,1.182715656,1.459600017,0.478827821
rosuvastatin,88,4/21/2016,0.552737693,0.184363386,0.089750492,-0.640985284,-2.62203179,1.182715656,1.471333841,0.336095463
rosuvastatin,87,4/23/2016,0.655946154,0.440018412,-0.019530487,-0.30100158,-2.149397942,1.271286301,1.623542771,0.200809271
rosuvastatin,91,4/23/2016,0.273798035,0.195905936,-0.032600834,-0.336000459,-2.208385653,1.306525442,1.592813804,0.402744668
rosuvastatin,75,5/19/2016,0.843131313,0.754762695,0.284361627,-0.724816921,-2.372970009,1.432754202,2.150952941,0.946761478
rosuvastatin,83,5/19/2016,0.62001362,0.754762695,0.308906197,-0.724816921,-2.510050873,1.591587978,1.902072151,1.062256534
